    id  redshift           hst.wfc.F606W       hst.wfc.F606W_err           hst.wfc.F814W       hst.wfc.F814W_err       HST-WFC3_IR.F105W   HST-WFC3_IR.F105W_err       jwst.nircam.F115W   jwst.nircam.F115W_err          hst.wfc3.F125W      hst.wfc3.F125W_err          hst.wfc3.F140W      hst.wfc3.F140W_err       jwst.nircam.F150W   jwst.nircam.F150W_err          hst.wfc3.F160W      hst.wfc3.F160W_err       jwst.nircam.F200W   jwst.nircam.F200W_err       jwst.nircam.F277W   jwst.nircam.F277W_err       jwst.nircam.F356W   jwst.nircam.F356W_err       jwst.nircam.F410M   jwst.nircam.F410M_err       jwst.nircam.F444W   jwst.nircam.F444W_err 
  6875      -1.0    0.000391563319829361  1.0792249177536803e-05   0.0009341319372633001  1.3281894915177806e-05                   -99.0                   -99.0   0.0023913233487102264  1.1765169567725365e-05   0.0028131892903210907  1.9300500899395507e-05    0.003558237062049595  3.4027562065181376e-05    0.004730680423046594  1.7700852851512194e-05    0.004438702283743582  1.8005838729926553e-05    0.008709431998107869   2.428153003974106e-05    0.015516004587466567  2.9621910882366777e-05     0.01983883266293483   3.173327717525386e-05     0.02204068939899117  4.8974015437622774e-05    0.021078000493788558   3.893347560214596e-05 
  6938      -1.0   4.152753429191883e-05   8.232044221775376e-06   0.0001188226615005445    9.11930430352692e-06                   -99.0                   -99.0  0.00046562547615294726   7.509536950535846e-06   0.0005005506909247154  1.3697460173243057e-05   0.0006587176469965812   2.312494892054123e-05   0.0008379590016979784    9.51263991374647e-06   0.0008011260932452419  1.1324015208505766e-05    0.001451804011153382   1.074134814864376e-05    0.002218464175883828   9.420126167265462e-06    0.002932731784542911  1.0307710009507391e-05   0.0034249118264103313   1.791038178511997e-05    0.003664712419338511  1.4664719870637456e-05 
  7004      -1.0                     0.0   7.987997656396128e-06                     0.0   8.766625678326393e-06                   -99.0                   -99.0  2.3409127131463918e-05   7.347163125658034e-06                     0.0   1.358250785264714e-05                     0.0  2.3482277518397853e-05   6.763316626064834e-05     8.4626981505893e-06   7.946010283287507e-05  1.1699428264158206e-05  0.00025338358227431273   6.171086905260007e-06   0.0008143568832945285  5.8039744068046884e-06    0.001381945857825505   6.928085586103929e-06    0.002138226770848001  1.3873564556789856e-05    0.002468148022637913   9.838001831380492e-06 
  7533      -1.0   0.0001448766202704126    3.37092736521977e-05   0.0003231066111394352  3.6748784516539806e-05                   -99.0                   -99.0   0.0030782368751029647  4.1614807521319396e-05    0.004210031269556855   6.144585176280531e-05     0.00597966901251425  0.00011660204081525204    0.007804700717922544   6.199004565589879e-05    0.008191477268771483  5.7650703413032715e-05    0.014014194846525609   6.707945928037762e-05     0.02223200480289349   6.771147333159542e-05    0.029740689049067806    7.61838835091093e-05     0.03290468971082607  0.00012014710870434395    0.036108987365269046  0.00010604919760679894 
  7626      -1.0  1.6064503876670908e-05  3.1756082496014877e-06   1.783275448427153e-05   3.292933820355356e-06                   -99.0                   -99.0    7.33785982705462e-05  2.5233458621377815e-06    8.12343404846404e-05   5.127985550345877e-06   0.0001336644850764201    8.84686886965018e-06  0.00014241971257951408   3.154930234092696e-06  0.00013551605175946148    4.72884385774778e-06  0.00027009319095191905  3.1985783066794297e-06   0.0003534715650875382  2.8549399085227908e-06   0.0004905604907595623   2.695470068892166e-06    0.000590918939446342   4.798622662735044e-06   0.0006370607058508213  3.3804200947256723e-06 
  7627      -1.0   0.0002303998896343249  1.7135362897956403e-05   0.0003125377774054424  1.7756332736531762e-05                   -99.0                   -99.0   0.0010322200850569829  1.5010654632846536e-05    0.001540060744652573    3.14545138116995e-05    0.002291941698461213   5.750172833410824e-05   0.0031650948562051214   2.489252765939623e-05    0.003247326490702691   3.005472893010613e-05    0.006380538350569912  2.8483033968096387e-05    0.011404450298848076   3.238173196478593e-05    0.017292689907731713   3.453402884225681e-05    0.022094232337551502  5.6001792190029315e-05    0.024796052145351535  4.5566688395669336e-05 
  7767      -1.0  2.4289324684981396e-05   9.533110382409457e-06   9.898711592403534e-05  1.1265486953922416e-05                   -99.0                   -99.0   0.0004523911844353545  1.0087632968139308e-05   0.0005558613574839769  1.6281171887702414e-05   0.0007627833337916957   2.814291126619944e-05   0.0009971179415469939  1.2834702990987225e-05   0.0009621748777787338  1.4761941060843707e-05     0.00197469164413254  1.3698902031773313e-05    0.003533157543217894  1.6924956314765396e-05    0.005064911742430548  1.7530266762932107e-05    0.005825072432676308  2.6982791694641922e-05    0.006396293209408296   1.973626604845819e-05 
  7889      -1.0  2.9371661600017732e-05   7.487518972847071e-06  0.00011095912610987469     8.7474881970641e-06                   -99.0                   -99.0    0.000794726446759181   9.523824050918733e-06   0.0009809671240109885   1.553649039367795e-05   0.0014749833964762366  2.7267615294771237e-05   0.0019384231939123602  1.4872724849484733e-05   0.0018754346172959548  1.3782611863476582e-05    0.003762564833803269  1.6805703040824913e-05      0.0068821711926263   1.938772376574034e-05    0.009574559025065713  2.1454728688519997e-05    0.011528439732368839    3.33922906857154e-05    0.012255389625619957  2.6244853440352702e-05 
  8021      -1.0   8.448817660340933e-05  1.0162885113200478e-05  0.00019550488261109282  1.1291509596151764e-05                   -99.0                   -99.0     0.00067402492323795     9.1381602862043e-06   0.0006941816829688319  1.8847821687562102e-05   0.0008843508587651903   3.222566858106334e-05     0.00118289723961454   1.204418564870325e-05    0.001095665419555024  1.6014934674910084e-05   0.0017683295487657918   9.319408614386832e-06   0.0029889294226498183  1.0392084735650308e-05    0.004197389591751285  1.0139704036758211e-05    0.005065102279779395   1.740951632932087e-05    0.005025344534197665  1.2365673997153354e-05 
  8246      -1.0  0.00024152308501349104  1.2156687848794025e-05   0.0003235569830471487  1.4593269526620522e-05                   -99.0                   -99.0   0.0005390159798910469   1.172791956892155e-05   0.0006712342773255309  2.3060678398135766e-05   0.0008712415887993328   3.800846150246462e-05   0.0011182283766181939  1.3361112208340982e-05   0.0010935799721573242  1.9238306257568237e-05    0.001662855571888966  1.1675708626026047e-05    0.002522882684715467  1.0080144205674916e-05      0.0038113752460604  1.1419726004623605e-05    0.004278246612637166  2.1300433108398795e-05    0.004788182538396279   1.555149494196891e-05 
  8394      -1.0  1.1929584751846752e-05   6.746527236960842e-06   2.649428446615615e-05   6.666587996295328e-06                   -99.0                   -99.0  0.00015338043529079709   4.065819123545949e-06    0.000173756732905416   8.849253983698322e-06  0.00020455691272414363   1.589935661039309e-05  0.00022303886758360058  5.0064986602675905e-06   0.0002605707348201659   8.104090209350334e-06   0.0003615568909461413   4.946208427270148e-06   0.0006582096084624902   3.986274671652925e-06   0.0007789606872312705   3.700441762635309e-06   0.0009982771651862535    7.65872393414125e-06    0.000912607319354332   6.089619302916721e-06 
  8560      -1.0  2.6574322028817912e-06   4.286953859435808e-06  2.5175182377807608e-05   5.002502214171981e-06                   -99.0                   -99.0   9.501342873273496e-05    4.15319529993993e-06  0.00013052551345271257   7.225807582727843e-06                   -99.0                   -99.0   0.0002356695015672499    5.85254365437454e-06   0.0002352878523172583    6.12078788210601e-06   0.0006373173753717273  6.6028618411772974e-06   0.0007917092648613161   5.172684160103313e-06   0.0006032057870340207   3.580031159089242e-06   0.0008667032397271207   6.578576828843973e-06   0.0009443523673929606   4.410780035831637e-06 
  8561      -1.0   6.124223032327512e-05  1.6895414468635353e-05  0.00022764749005508328  1.8144512355717868e-05                   -99.0                   -99.0   0.0011913506016798451  1.4655295029337865e-05   0.0013212844923360368  2.9825689836994124e-05                   -99.0                   -99.0    0.002579402021528004  1.8185411277691543e-05   0.0024824887666203025  2.6917597397915827e-05    0.005213174635421478  1.6866467555153347e-05    0.009430961457314964  1.6755847679901222e-05    0.014049199393398791  1.9313328378814296e-05     0.01672689756869175  3.4053333772259133e-05     0.01843003003493974  2.6886103527818537e-05 
  8633      -1.0  1.4220649625721723e-06   2.531890040947429e-06  1.0464206638293226e-05  2.9564865864642615e-06                   -99.0                   -99.0  5.4631755562424705e-05   2.343131468450937e-06  5.6499999216836825e-05   4.120965207092864e-06                   -99.0                   -99.0   9.766250502552524e-05    2.78579444727596e-06    9.63746795321281e-05  3.4698401952626412e-06   0.0001775868502415161   2.559956001400989e-06   0.0002962365343594604   2.270355825739849e-06  0.00040804082685003546   2.437212445158731e-06  0.00046860787737034896   3.863238102356527e-06   0.0005163703579173205   2.491296325825064e-06 
  8736      -1.0  3.4649560306687345e-05  1.0066536366787233e-05  0.00012406296180658054  1.1726141236420377e-05                   -99.0                   -99.0   0.0011610716246673017  1.2586222187596864e-05   0.0015525655999462527  2.0143675571868734e-05    0.002217736842457722  3.1646920155108414e-05   0.0029900270574762765  1.9553309756926164e-05   0.0028233714487055474   1.695572822312381e-05    0.005376435983968653  2.4113824257309404e-05    0.009129694311412745  2.8334057615422907e-05    0.012696632080017206  2.8983652569144765e-05    0.014509388427523367  4.3084892812515104e-05    0.015828085479500282  3.5610055219663626e-05 
  9105      -1.0  2.4498008760992835e-05  1.6867686270522224e-05                     0.0  1.7915836249948517e-05                   -99.0                   -99.0   7.918076379465956e-05  1.3140771278500884e-05   0.0001283629132834248   3.601273783009878e-05                     0.0   5.542457489985107e-05  0.00027024086299158313  1.4937394314069092e-05  0.00028519930383999573  2.9373330781329517e-05   0.0006539728021070084   1.240874855351344e-05     0.00146918520429673  1.0973087905789949e-05    0.002541126145408811  1.2328105231837412e-05    0.003541512546135745  2.3539626760024878e-05    0.004302979730761542  2.0071801932990294e-05 
  9148      -1.0  0.00017932184291784823  1.4158724272151575e-05  0.00048762658601341754  1.5781373059198147e-05                   -99.0                   -99.0   0.0017244833553765617  1.4482922576904803e-05   0.0018259338495933122  2.5646116278323743e-05                   -99.0                   -99.0    0.003237092771913494  2.5543899923470395e-05    0.003038388780392202   2.368525146727654e-05    0.004343531044074162  2.3209151974314705e-05    0.007376623781870397  1.3700198612437907e-05    0.010056048699391685  1.8657394282123533e-05    0.012733883116853343   3.955027114341603e-05     0.01272958739494479   3.636542255135697e-05 
  9319      -1.0  3.2295341412653365e-05  1.4254360707313713e-05  0.00014603211183640083   1.359573547304415e-05                   -99.0                   -99.0    0.000894777088994515   9.367442127056209e-06   0.0010736962989503598    2.06922333950876e-05   0.0014549087358043892   3.609975508511619e-05   0.0020481580864227275  1.2717538347573087e-05   0.0020474693734203416  1.8618213056580106e-05    0.004120608860947915  1.4039036616398914e-05     0.00865747038266409  1.6916401318579675e-05     0.01107265883866283   1.707469310917783e-05     0.01328168992797569   2.762609418106581e-05     0.01463852517771601  2.2292795478704554e-05 
  9501      -1.0                     0.0  7.2169808551425855e-06                     0.0   8.702703919737392e-06                   -99.0                   -99.0  0.00012290544015968502   6.293858229592884e-06  0.00011611794449722735   1.213581226884374e-05                   -99.0                   -99.0  0.00026331687151800846   7.260897060526592e-06     0.00025395979003306  1.0562380599449175e-05   0.0004930453498900213   7.163112376023103e-06   0.0008722319766886795   6.180031765022665e-06   0.0012730193067180078   6.989425096763974e-06   0.0015641641212960676   1.281643677348322e-05   0.0017440333104663502     8.7699846619222e-06 
 10178      -1.0  4.1582649147527164e-05  1.2368577738667636e-05   7.364881087237438e-05  1.0832432855621183e-05                   -99.0                   -99.0  0.00010298260515046217   7.554585116764053e-06   7.285283741405161e-05  1.4891913312085262e-05  0.00018804912489191032  1.9915382758888063e-05  0.00017936280335599064   8.374996135882754e-06  0.00017194827641885582  1.2910223562004743e-05   0.0004163844648735761   6.770709027830958e-06   0.0007874115105683678    6.25335975971478e-06   0.0010291058398966216   7.128407990962002e-06   0.0015363761829714844   1.314231056099186e-05   0.0018729150064760358   9.975613980577848e-06 
 10236      -1.0   5.945952095399703e-06    2.42912363171177e-06  1.2810335017973274e-05  2.5878302929479826e-06                   -99.0                   -99.0   4.995923565288409e-05  2.1205446363312826e-06   5.940297016472682e-05   3.363930352324606e-06   6.129610722565208e-05    7.06272398823807e-06   8.334639605576671e-05   2.858039239923798e-06   8.861099365238213e-05  2.9592588971143796e-06  0.00014251934263551547  2.2278038379685944e-06  0.00024044560389712807  2.3248113479697057e-06  0.00028405451963912925  1.9300834672847126e-06   0.0003245798587531978   3.285072323806143e-06  0.00036454130323824345  2.3999479872495353e-06 
 10257      -1.0   0.0001959113211823587  1.2522167605571857e-05   0.0003793214965780449  1.3854621992213402e-05                   -99.0                   -99.0   0.0014304384832102195   1.142380082734137e-05    0.001574431122065077  2.0010851163462056e-05   0.0018124509272382224    3.87705064876363e-05    0.002492520851598692  1.5074281369373327e-05   0.0023293949677108405   1.915652013831234e-05   0.0042877861725700035  1.6564678941419947e-05    0.007711248398624097  1.7811914661049103e-05    0.009656965734126843  1.8867702391208375e-05    0.011582667948900335  3.0950014013168034e-05     0.01293432232422786    2.60438266150237e-05 
 10459      -1.0   3.628559060462088e-05    8.18925926151276e-06  0.00018540332853714974  1.0384290576067378e-05                   -99.0                   -99.0   0.0008916301922909298   6.870546003391583e-06   0.0009531396662877855  1.1856338761260349e-05                   -99.0                   -99.0   0.0017420857566736274   9.951160200831875e-06    0.001753836545846968   9.187333655927232e-06   0.0031338219701769763  1.0478231131084343e-05    0.005865627369064095  1.2259426493068032e-05    0.007909283133529458  1.4119381112527213e-05    0.009640932776291243   2.274659012584579e-05    0.010096587870919922  1.7940343553160947e-05 
 10932      -1.0                     0.0  1.3251965101554074e-05  0.00015231062367633633  2.0527151370963173e-05                   -99.0                   -99.0   0.0003190033648302595  1.3082738268347347e-05  0.00031532536121793147  2.4990151217012287e-05   0.0002843010823666651   4.663479958713073e-05  0.00036622144307206863  1.5153098270007539e-05  0.00038419524248237385  2.2333195540110994e-05   0.0005275828720050619  1.4011424398000292e-05   0.0013826449661095922  1.4346587320804029e-05    0.001599662247327978  1.2745794902023273e-05   0.0026011479674936736  2.4832659381689815e-05    0.002248798225461227  1.6143471375997237e-05 
 10964      -1.0   0.0001847418458932457   1.797566737478931e-05   0.0005582642983383658  2.7508659365211473e-05                   -99.0                   -99.0   0.0021112605809378428     2.1914644993608e-05   0.0024815203134493286   3.200705321148587e-05    0.003199908597394816   5.200168133941955e-05    0.004151313177522655  3.6709046699328504e-05    0.004193823228886091   3.346542889978927e-05    0.006784244989136309   4.721372856505843e-05    0.011647410111026131   4.418328097052312e-05    0.013756778266409203   4.299186978198039e-05    0.014850897982301067   6.317954701547461e-05     0.01416952411032072   5.497615119911348e-05 
 11037      -1.0  2.7895743421019985e-05  1.1187389271473255e-05                     0.0  1.6054469407010067e-05                   -99.0                   -99.0  0.00015156147550865674   8.634579347738546e-06   0.0002066833395766395   2.180866564510783e-05    0.000374060231290477   3.428236268434627e-05   0.0005117643360116335   1.039411499033492e-05   0.0004693302420028361  1.8498558343394385e-05     0.00149118286829505  1.0980749758346894e-05    0.003955827102407623  1.3101618996181982e-05    0.007076173388281097  1.6921406259786608e-05     0.00965933489210499  2.6690729299441513e-05    0.010911147583688321  2.2204550094037283e-05 
 11226      -1.0   1.095253606241951e-05   7.498857101114244e-06  3.0567379413488116e-05   9.765457689896178e-06                   -99.0                   -99.0  0.00019570942092381595    6.03530563061237e-06   0.0002816397966993316   1.220574796510363e-05   0.0005321524091746269  2.0046724052751296e-05   0.0008051103102508722   9.294028509299484e-06   0.0007942601895695434  1.0772220966528288e-05   0.0015755180539584733  1.1090389261082102e-05   0.0026604938478968403  1.1701808378768796e-05   0.0032870787068498544  1.1278920452097867e-05   0.0038365591803907104   1.863164405516413e-05    0.004111961576245456  1.3146041681790009e-05 
 11359      -1.0                     0.0  2.1706032028365588e-05                     0.0   2.908262632147641e-05                   -99.0                   -99.0  0.00019619589926588282  1.6518598161955585e-05                     0.0   4.076787023845449e-05  0.00031758735916764444  5.7926564224979605e-05  0.00019755965259601093  1.8964637391709315e-05  0.00033428803666183293   3.468370311121011e-05   0.0003702751818739798  1.5276584228250387e-05   0.0006662307268995134  1.3675799116044636e-05   0.0006462331157800787  1.1839061466692003e-05   0.0008371566378643479  2.3469230382852916e-05   0.0008027728681578861  2.2581456817508032e-05 
 11481      -1.0   6.509197251664694e-05   1.434628189508129e-05   6.291991890705479e-05  2.0472518847692535e-05                   -99.0                   -99.0    0.000520363110559878  1.1845639867689439e-05   0.0007120222882149713  2.7693871991107234e-05   0.0012803815033626833  4.6245673240987246e-05    0.001851076038060776   1.541142972134403e-05   0.0018617716768118406  2.4943541653804764e-05    0.003382559161756083  1.6590580238613832e-05    0.005843837730220296  2.2164331262473364e-05    0.007326799791729254  2.4432573221112205e-05    0.008701206257191518     4.0660384799384e-05    0.009401997088326864   3.268451005837854e-05 
 11627      -1.0   2.912094019136734e-05   8.093339855367397e-06   8.805901545702531e-05  1.0360481964532956e-05                   -99.0                   -99.0   0.0006410713045961415   8.262498464484537e-06   0.0009598183105755083  1.4892582804684159e-05    0.001677140479432201  3.4504263404849765e-05   0.0024312989693528724   1.607309630903578e-05   0.0024744413062666535  1.3129905859418434e-05    0.004177109989004053  1.9583188762841338e-05     0.00683731174757106    2.02194912107014e-05    0.008432618219280668  1.9590159768264798e-05    0.009865544944261314  2.9296363993570655e-05    0.010359337819367346  2.2732603406526315e-05 
 11825      -1.0  1.6842828184588602e-06   3.978338896575463e-06                     0.0  6.1139648932837745e-06                   -99.0                   -99.0                     0.0   2.074152177208193e-06                     0.0   4.691388002392344e-06                     0.0   9.952522645054602e-06  1.2015429523133845e-05   2.384613050910245e-06  1.4879814061706638e-05   4.130066471080215e-06  2.2115804233716472e-05  2.0634425636921927e-06   3.539288830736343e-05  1.6264710278566242e-06    5.26833731292782e-05  1.5844450454399763e-06  5.8477299086811384e-05  3.0730355034185747e-06    6.17461423647693e-05  2.2151200906117475e-06 
 11948      -1.0   2.777868822753148e-05   1.878844692376905e-05                     0.0   2.917065996625222e-05                   -99.0                   -99.0                     0.0  1.1655575267015553e-05   9.383587292405873e-05   2.748404874181054e-05                     0.0   5.749024832194908e-05   5.464371533443231e-05  1.3688575245839947e-05                     0.0  2.5265557052527603e-05  0.00012056243487914149  1.1210346003842439e-05   0.0003331903246047187   7.816615150256288e-06   0.0006632708635651718   8.127049408784488e-06   0.0007695171026947723   1.819887112132596e-05   0.0010236624917266239  1.3851650959370502e-05 
 12112      -1.0  1.2774658648369113e-05   6.302557046839743e-06  5.9360073338134855e-05   1.043832170010841e-05                   -99.0                   -99.0   5.229627356653919e-05   6.194135653346254e-06   7.646672888207592e-05  1.1436872468974378e-05                     0.0  2.1918319566195147e-05   6.984912769103925e-05   6.519399448035888e-06   3.998155138841452e-05  1.0493677487167064e-05  0.00010689154459604395    5.44123707777949e-06  0.00023098019481451292   4.591198597516988e-06  0.00025394691595417027   4.324077611021159e-06   0.0002719557524490431    8.39691214719922e-06  0.00027277261129548093  5.7956675847639445e-06 
 12150      -1.0   4.119467369922667e-05   6.800665472002732e-06                     0.0  1.2086888748194043e-05                   -99.0                   -99.0                     0.0   6.151503394012494e-06   4.675940154338216e-05   1.218474488501504e-05                     0.0  2.2495707000853397e-05   1.980407687332189e-05   6.463999939566786e-06                     0.0  1.0912823184760565e-05   3.330808672639038e-05   5.159747023892566e-06   6.885648195107767e-05  4.5878905676211165e-06   8.108265178813775e-05   3.977284170035211e-06   8.597472074826921e-05     8.0416322393543e-06   7.645990310119218e-05   5.765742254424085e-06 
 12432      -1.0  2.2359051930512452e-05  1.0492416999994231e-05                     0.0  1.6538647155289955e-05                   -99.0                   -99.0  0.00015634374716427972    8.80142225545713e-06   0.0002058353937227875  2.0371586735636935e-05  0.00042418487768691715  3.7356307078976165e-05   0.0005503800160778563  1.0193783516468864e-05    0.000538559387095125  1.7815217809544192e-05   0.0010583014478186318   9.652021724624044e-06    0.002064897235323666  1.1081867692819475e-05     0.00295837563657113   1.062489195465612e-05    0.003580732151178258  1.9462759611073608e-05    0.004067624373985849  1.4703991781808958e-05 
 12720      -1.0   3.998280149631862e-05   9.838158963676027e-06  0.00018699711040142818  1.3240850051198797e-05                   -99.0                   -99.0   0.0010122681610070998   8.847293692375487e-06   0.0011419161281431276  1.9759483259133453e-05   0.0016436564588708537   2.518812786581449e-05    0.002233505958136028   1.373838019586162e-05    0.002202227735787424   1.820542550225049e-05   0.0037296054489076307  1.7169901961911705e-05    0.006983298604838457  1.7407593634870235e-05    0.009180146610531188   2.156949582579684e-05    0.011309511126814333   3.080041870545408e-05    0.011102929673596306  2.5204552372172428e-05 
 12786      -1.0   6.178214756210445e-05   5.526376656263408e-06  0.00016230204114434408   8.477615259196886e-06                   -99.0                   -99.0  0.00024225389496688364   7.041803371388626e-06   0.0002666006700694571    9.50156087518192e-06   0.0003382675302679063  1.6302218000611582e-05    0.000341655643506297   8.120714750069276e-06  0.00033238780656966524   8.202913993961237e-06   0.0005308910145544128   7.603639313441417e-06   0.0009612879389173093   6.263998186455224e-06   0.0009769947437793971   5.431609230656793e-06   0.0009686670925893254   8.049856763912564e-06   0.0012119208051266995   6.423090488276798e-06 
 12968      -1.0   4.316233749492045e-05   7.720658395730678e-06   0.0001932708467507143   8.688231570139067e-06                   -99.0                   -99.0   0.0002540585678585226   6.419444095997282e-06  0.00024125439086126522   1.134751610928424e-05  0.00025001478398826125  2.6489557184110777e-05    0.000313845616032574   7.604257378653864e-06  0.00030171478018561936   9.803443230908177e-06   0.0004965722097250219     6.9646982114389e-06   0.0008316596352607159   6.743486451343062e-06    0.000992542894161215   5.486522167150677e-06   0.0009495091189068734    8.89424459348313e-06   0.0010170802623695823   7.190933996869126e-06 
 13080      -1.0                     0.0   4.190572167323704e-06                     0.0   5.745274672742524e-06                   -99.0                   -99.0   5.039278199022294e-05  3.4764667135082074e-06   5.814133568858247e-05   6.734024697371909e-06   3.871599406798473e-05  1.2278594541836278e-05   7.769914777992959e-05   3.901035197715923e-06   7.557054586533881e-05   6.064635125347471e-06   0.0001392230521473044  3.2645538937440723e-06  0.00030589890346644915   3.124440093031735e-06  0.00044049287821368755  3.2845216821273173e-06   0.0005317295037014015   5.565746121519771e-06   0.0005418239390569257   4.047625188392673e-06 
 13081      -1.0  1.9852743723718145e-05   9.801156699132279e-06  0.00017544980538851447  1.3253661974246156e-05                   -99.0                   -99.0   0.0003081748917309569  1.0412390924412509e-05  0.00032263463838625334   1.714409093878984e-05   0.0003240215452489216  3.0745001285594465e-05   0.0004063835088144492   1.170002329375291e-05  0.00038724628072962466   1.579441814520395e-05   0.0005982502020896544  1.0341761610302976e-05   0.0009784923528900627    8.18752117437431e-06   0.0013390128843741463  7.6059315359702144e-06   0.0015063566460321916  1.3472443034406444e-05   0.0015163510702918231  1.0500112987035593e-05 
 13157      -1.0   6.403291619654827e-06   8.004118468777147e-06                     0.0   1.154267103905831e-05                   -99.0                   -99.0   0.0001468891950899779   7.569794351171905e-06  0.00025733564627170686  1.4608779881019466e-05   0.0004713163049011881  2.2780503657898704e-05   0.0007042852754574908   1.226967692847957e-05   0.0007307087707278565  1.2783958636453367e-05   0.0013107689776131826   1.324058354242867e-05   0.0021486936109150908   1.187242694204507e-05   0.0025636102010511475  1.0851518321369672e-05    0.003002189043031411   1.668370740707342e-05   0.0031757501510442294  1.3930201761059718e-05 
 13170      -1.0   5.560185591082399e-06  1.2274320950235296e-05                     0.0  1.6003230059711047e-05                   -99.0                   -99.0    0.000209564068809329  1.1313560888895247e-05  0.00016899861092171983   2.132449106259018e-05   0.0002701883516793033    3.84891253821705e-05  0.00027517015231312347  1.1956310347824683e-05  0.00025574739701470796   1.942179152223998e-05   0.0004250925286036087  1.1396845399842628e-05   0.0007260614919924193   8.464425904516303e-06   0.0010846237458884468   8.076579658491698e-06   0.0012532775330431122  1.5796690860453788e-05   0.0011941197904705946  1.0966311021774438e-05 
 13212      -1.0    8.73909935936448e-06   7.613028060834577e-06                     0.0  1.1356570139424552e-05                   -99.0                   -99.0   0.0003092820132143902    5.82760441449336e-06   0.0004299800314495483  1.2805081451672996e-05   0.0005824199030573238  2.1658972355934422e-05   0.0008213443148070785   7.290449141180798e-06   0.0007870312726229191  1.1457025341170238e-05   0.0016248857355553022   8.022231898430787e-06    0.002984871764292166    9.72964518175887e-06    0.004571522133836706  1.1306586140982899e-05    0.005783379561089928   2.039216855636433e-05   0.0062789100844998945  1.5225672118528592e-05 
 13787      -1.0  0.00015006912432957622  1.3984442769635438e-05  0.00018803045963722328  1.9750026171549122e-05                   -99.0                   -99.0   0.0003945694856280349  1.1646783128841626e-05   0.0004616081091147638  2.8567390646531297e-05   0.0005655421150093569    5.57482637209349e-05   0.0008702376642698668   1.369807949800469e-05   0.0009407475719462644  2.3111808460203398e-05   0.0015425827317662878   1.527974083392655e-05    0.002607594767865759  1.2893960631031154e-05    0.002896415747735537   1.272536807342129e-05   0.0036003115141884593  2.1649230742250104e-05    0.003849151177380474   1.905264676632809e-05 
 13818      -1.0  2.3330411536123486e-05   7.853782844001625e-06   3.693110632598417e-05  1.1011560664870523e-05                   -99.0                   -99.0   3.604307901129351e-05  5.9568930074042535e-06   4.524897039671717e-05   1.489421525100031e-05                     0.0  2.7419459572816343e-05   3.502042537716716e-05   6.577028880573233e-06    6.22946034684562e-05  1.2289745326688478e-05   8.884111881587072e-05   6.083932720699567e-06  0.00010482153563455843   4.684459803078322e-06   8.303226323990576e-05  4.1297140965827865e-06   0.0001051520611154696   8.201851509255975e-06  0.00010756464218701314   6.886653000151607e-06 
 13821      -1.0                     0.0   7.135101928493641e-06                     0.0   8.972222664233526e-06                   -99.0                   -99.0   8.397815494008839e-05   5.289577153797726e-06  0.00015039565658216217    1.17618182047887e-05  0.00020476758674315996  2.0710024567018982e-05  0.00034670814834344765  6.6909622281113185e-06  0.00033761675532028505  1.0682023147367297e-05   0.0008949581281220798   7.319160756236782e-06   0.0019264852874454036   8.410425414680243e-06    0.003219571021046167   1.008727358735069e-05   0.0041661479455400606  1.8205413140183166e-05    0.004495614620245131  1.3256200829541368e-05 
 13833      -1.0  1.5657457448759085e-05  1.0886559848868377e-05                     0.0  1.2987795250899078e-05                   -99.0                   -99.0  0.00018972055748244136   8.242715539065604e-06  0.00029578090872117946  1.7796557590522827e-05  0.00047351224552105183   3.189217957250645e-05    0.000492908423044013  1.0611111550314644e-05   0.0004731799170051563  1.6537585859622403e-05   0.0008129669195510133  1.0070343725115384e-05   0.0011937262287222492    8.54540392585282e-06   0.0014810743971130488    8.92962869661171e-06   0.0016898855914478878  1.5716760189189602e-05    0.001747169190668998   1.151844718915764e-05 
 14316      -1.0  1.6295262736560792e-05    5.68309018050967e-06   3.320416218511981e-05   7.438679845062341e-06                   -99.0                   -99.0  0.00013167622624091576   4.669074967005069e-06   0.0001429648727054665     9.7144447506067e-06    0.000182562743632602  1.2023132092842146e-05  0.00021482713546159177   5.572329683562227e-06   0.0001876341580203761   8.490153411374262e-06   0.0003108135152553095   5.170952841181326e-06   0.0005244924058076355  5.5228592124448735e-06   0.0006056128660289076   3.461673412670811e-06   0.0007110783732020964  1.0883668157308177e-05   0.0007409196661660932   6.038185685697573e-06 
 14334      -1.0   9.804323978939809e-06   6.006505109502968e-06                     0.0  1.0044347823367165e-05                   -99.0                   -99.0  4.9948398833135446e-05    4.97087603300024e-06   6.912612846102352e-05  1.1301208653357176e-05                     0.0  1.9331589403378976e-05   6.730559826310641e-05   5.529129224448663e-06   6.217960596691064e-05  1.0192390759888951e-05   8.104960682380077e-05   4.535943871231275e-06   0.0001980155906393263  3.7139316631365124e-06   0.0001854352585456217   3.639220925540648e-06  0.00027810725928283797   6.954500323472927e-06  0.00023298666670886392   5.513710961067659e-06 
